image,formula
val_000745.png,"t ( r ) = \int _ { r _ { \infty } } ^ { r } { \frac { E \, d r } { \lambda ( r ) \sqrt { E ^ { 2 } - m ^ { 2 } \lambda ( r ) } } } ."
val_000746.png,\xi = \frac { \xi _ { 0 } } { x _ { 0 } } \left( | x | + x _ { 0 } \right)
val_000747.png,"\delta \omega ^ { a b } = 0 , \; \; \delta e ^ { a } = D \lambda ^ { a } = d \lambda ^ { a } + \omega _ { b } ^ { a } \wedge \lambda ^ { b } ."
val_000748.png,e ^ { - i \psi _ { p + 1 } } = \frac { a _ { p } + e ^ { - i \psi _ { p } } } { \bar { a } _ { p } + e ^ { i \psi _ { p } } } = e ^ { - i 2 \alpha _ { p } } \frac { \mid a _ { p } \mid + e ^ { - i \chi _ { p } } } { \mid a _ { p } \mid + e ^ { i \chi _ { p } } }
val_000749.png,"h _ { i } = \vec { \alpha } _ { i } \, . \vec { p } _ { i } + \beta _ { i } \, m _ { i } \, + \, V _ { i } ( \vec { x } _ { i } )"
val_000750.png,"\eta ^ { \Gamma } \equiv \left( \eta _ { a } ^ { ( 1 ) i } , \eta _ { a } ^ { ( 2 ) i } , \eta _ { a } ^ { ( 1 ) } , \eta _ { a } ^ { ( 2 ) } \right) ,"
val_000751.png,"\partial _ { \nu } \partial ^ { \nu } j _ { \mu } = - f ^ { 2 } j _ { \mu } + \partial _ { \mu } \left( \partial _ { \nu } j ^ { \nu } \right) ,"
val_000752.png,"\Delta A \sim \frac { 3 2 \pi } { \sqrt { 3 } } \, L \, { \mathrm { a r c t a n h } } \frac 1 { \sqrt { 3 } } - 4 \pi \operatorname { l o g } L + \cdots ,"
val_000753.png,A _ { \lambda } \rightarrow A _ { \lambda } ^ { \prime } = A _ { \lambda } + \partial _ { \lambda }
val_000754.png,"N ( t ) = \int _ { \Sigma ( t ) } d \Sigma ^ { \mu } j _ { \mu } ( t , { \bf x } ) ."
val_000755.png,"C _ { \mathbf { I J K } } \neq 0 \Rightarrow \mathbf { I , J , K \in } \mathcal { A } ."
val_000756.png,"m _ { B R } ^ { 2 } = \vert { Z ( p , q ) } \vert ^ { 2 }"
val_000757.png,"\Gamma _ { \mu } ( k ^ { \prime } , k ^ { \prime \prime } ) = \sum _ { i = 1 } ^ { 2 4 } F _ { i } ( k ^ { 2 } , q ^ { 2 } , k \cdot q ) \Gamma _ { \mu } ^ { i } ( k , q )"
val_000758.png,"p A = k T \langle M \rangle \left( 1 + \frac { 1 } { 4 ( 1 + q ^ { 2 } ) } \frac { \langle M \rangle } { A } \lambda _ { T } ^ { 2 } + . . . \right) ,"
val_000759.png,A _ { 4 } = \frac { i } { 2 s ^ { 2 } } A _ { 2 } \vec { x } . \vec { \sigma }
val_000760.png,\frac { \epsilon _ { A } ^ { \pm } ( \theta ) } { d \theta } + \frac { 1 } { 2 \pi }
val_000761.png,"F _ { L } - F _ { \infty } = { \frac { 4 N } { 5 } } { \frac { \zeta ( 3 ) } { L ^ { 3 } } } ,"
val_000762.png,"Q \, = \, e _ { a } ^ { \; \mu } \Pi _ { \mu } \psi ^ { a } \, ."
val_000763.png,\tilde { \partial } _ { -- } \tilde { \partial } _ { + + } \tilde { u } = e ^ { 2 \tilde { u } } \tilde { F } _ { L } \tilde { F } _ { R } .
val_000764.png,"S _ { 1 } ^ { 2 } ( \vec { x } ) + S _ { 2 } ^ { 2 } ( \vec { x } ) - S _ { 3 } ^ { 2 } ( \vec { x } ) = c o n s t a n t \, ."
val_000765.png,"{ \hat { u } } = \sum _ { k = 0 , m = 0 } ^ { \infty } a ( k , m ) z ^ { k } s ^ { m }"
val_000766.png,"| \psi \rangle = \sum _ { r , \phi , l } | r , \phi , l \rangle \langle r , \phi , l | \psi \rangle \; ,"
val_000767.png,\frac { i } { p ^ { 2 } - m ^ { 2 } + i \epsilon } = \int _ { 0 } ^ { \infty } d \alpha e ^ { i \alpha ( p ^ { 2 } - m ^ { 2 } + i \epsilon ) }
val_000768.png,{ \mathrm { \boldmath ~ \alpha ~ } } _ { 1 } ^ { * } \cdot { \bf h } - \frac { { \mathrm { \boldmath ~ \alpha ~ } } _ { 1 } ^ { * } \cdot { \mathrm { \boldmath ~ \alpha ~ } } _ { 2 } ^ { * } } { 4 \pi r _ { 1 2 } } \sqrt { 1 - { \bf v } _ { 2 } ^ { 2 } } \sqrt { g _ { 2 } ^ { 2 } + q _ { 2 } ^ { 2 } } .
val_000769.png,\tau _ { j } ^ { ( a ) } = 1 + \omega _ { a } ^ { j } e ^ { ( \Omega _ { a } + \rho ) } .
val_000770.png,Q _ { 5 } = \frac { N \alpha ^ { \prime } } { \operatorname { c o s } \psi }
val_000771.png,"\sigma \left( \int d ^ { 4 } x \phi ^ { 3 } ( x ) - c \rho \right) ,"
val_000772.png,"\Gamma ^ { ( 1 ) } = \frac { g _ { \varepsilon } ^ { 2 } \lambda ^ { 2 } \hbar } { 4 \pi c \tau _ { D } \tau _ { S } } \, \frac { \operatorname { c o s } ( | \vec { x } _ { D } - \vec { x } _ { S } | / \lambda ) } { | \vec { x } _ { D } - \vec { x } _ { S } | } \, ."
val_000773.png,b ^ { \dag } ( \sigma ) = b _ { 0 } ^ { \dag } \sqrt { \frac { 1 } { \pi } } + \sqrt { \frac { 2 } { \pi } } \sum _ { n = 1 } ^ { \infty } { b _ { n } ^ { \dag } \operatorname { c o s } ( n \sigma ) } .
val_000774.png,"p _ { - } = \frac { \delta S } { \delta \dot { x } ^ { - } } = \frac { m } { ( - g ( Z ) ) ^ { 1 / 2 } } \eta _ { r s } \Pi ^ { r } \frac { \partial \Pi ^ { s } } { \partial \dot { x } ^ { - } } = \mathrm { f i x e d ~ } ,"
val_000775.png,"A _ { m } A _ { n } ^ { \dagger } = C _ { m n } , \; \; \; \; \; \; \tilde { A } _ { m } \tilde { A } _ { n } ^ { \dagger } = \tilde { D } _ { m n }"
val_000776.png,\frac { 1 } { 2 \kappa _ { 5 } ^ { 2 } } \int d x _ { 5 } d ^ { 4 } x f g ^ { - 3 } \phi ^ { 2 } ( \partial \tilde { h } ) ^ { 2 }
val_000777.png,"{ \cal E } _ { \mu \nu } = - \left( { \frac { q } { \widetilde { M } _ { \mathrm { p } } ^ { 2 } } } \right) { \frac { 1 } { r ^ { 4 } } } \left[ u _ { \mu } u _ { \nu } - 2 r _ { \mu } r _ { \nu } + h _ { \mu \nu } \right] \, ."
val_000778.png,R _ { \perp } ^ { 2 } \sim \operatorname { l n } 2 P _ { 1 } ^ { + } E _ { 2 } \sim \operatorname { l n } { \frac { P _ { 1 } ^ { + } } { P _ { 2 } ^ { + } } } \; .
val_000779.png,d = 8 c _ { 2 } ( E ) - 3 ( 1 - b _ { 1 } ( X ^ { 4 } ) + b _ { 2 } ^ { + } ( X ^ { 4 } ) ) .
val_000780.png,\Delta M ^ { 2 } ( N ) = a - b \operatorname { e x p } \left\{ ( N - N _ { 0 } ) / c \right\} .
val_000781.png,"( \delta s ) ^ { 2 } = G _ { i j } ( X ) \delta X ^ { i } \delta X ^ { j } \, ."
val_000782.png,"\ddot { X } _ { i } + \frac { 1 } { g ^ { 2 } } [ X _ { i } , [ X _ { i } , X _ { j } ] ] = 0 ."
val_000783.png,\Gamma = \tilde { \Gamma } ( m ) + \tilde { \Gamma } ( - m ) = 0
val_000784.png,"< M ^ { 2 } > = \int d ^ { \, 9 } { \bf X } \, \psi _ { \mathrm { h o l e } } ^ { * } ( { \bf X } ) M ^ { 2 } \psi _ { \mathrm { h o l e } } ( { \bf X } )"
val_000785.png,"\cdot | \lambda \varepsilon _ { k , \mathrm { R } } | ^ { - s / 2 } | \lambda \varepsilon _ { n , \mathrm { R } } | ^ { - s / 2 } | \lambda \varepsilon _ { k + m , \mathrm { R } } | ^ { - s / 2 } ."
val_000786.png,"{ \cal C } _ { k } ^ { \prime \prime } + \biggl \{ k _ { L } ^ { 2 } + k _ { T } ^ { 2 } \biggl [ - \frac { \eta } { \eta _ { 1 } } \biggr ] ^ { \gamma } - \frac { \mu ^ { 2 } - \frac { 1 } { 4 } } { \eta ^ { 2 } } \biggr \} { \cal C } _ { k } = 0 ,"
val_000787.png,c = \frac { i } { 1 + g ^ { 2 } / \pi } ( x _ { 1 } - y _ { 1 } ) \gamma ^ { 1 } \gamma ^ { 0 }
val_000788.png,"{ v _ { i } ^ { \prime } } = \frac { C _ { i } } { a ^ { 2 } } \, ,"
val_000789.png,"d s _ { 5 } ^ { 2 } = - d t _ { 5 } ^ { 2 } + a _ { 5 } ^ { 2 } ( t _ { 5 } ) d x ^ { i } d x ^ { i } + c _ { 5 } ^ { 2 } ( t _ { 5 } ) d z ^ { 2 } \quad ,"
val_000790.png,"L _ { n } = \frac { 4 n K ( k ) } { b ( k ) } , \hspace { 2 . 0 c m } n = 1 , 2 , 3 \cdots ."
val_000791.png,"{ \mathcal J } _ { \ell } ^ { \mu } \; : = \; { \mathcal J } ^ { \mu } - \widetilde { { \mathcal J } } ^ { \mu } ~ , ~ ~ { \mathcal J } _ { r } ^ { \mu } \; : = \; { \mathcal J } ^ { \mu } + \widetilde { { \mathcal J } } ^ { \mu } ~ ,"
val_000792.png,\eta _ { k } ( t ) = \frac { 1 } { \sqrt { 2 } } \left[ \tilde { \alpha } _ { k } \varphi _ { k } ^ { H \dagger } ( t ) + { \tilde { \alpha } } _ { k } ^ { \dagger } \varphi _ { k } ^ { H } ( t ) \right]
val_000793.png,\kappa ( \rho ) = Q \frac { \gamma ^ { ( n - 1 ) / 2 } } { \sigma ^ { 2 } } ( \operatorname { s i n } \theta _ { n - 1 } ) ^ { ( n - 2 ) } \dots \operatorname { s i n } \theta _ { 2 } ~ .
val_000794.png,"e _ { a } e _ { a + 1 } = e _ { a + 5 } , \; a \in \{ 1 , . . . , 7 \} ,"
val_000795.png,"( D _ { m } D _ { m } - 2 i \tau _ { m } ^ { + } D _ { m } D _ { 4 } ) \psi _ { 1 } ^ { ( - ) } = 0 \, ."
val_000796.png,"\hat { W } \hat { \Gamma } _ { c l } = 0 \; \; \; ,"
val_000797.png,D _ { R } ^ { j } = \frac { 1 } { 2 } D _ { k / 4 } ^ { j }
val_000798.png,"w = \varphi + i t , \ \ \ \ \ \bar { w } = \varphi - i t ,"
val_000799.png,"{ \cal F } _ { g = 0 } = \operatorname { l o g } { \tau ^ { \mathrm { d . l . K P } } } ,"
val_000800.png,"T _ { p - 1 } \simeq T _ { p } \int _ { - \infty } ^ { \infty } d T \, V ( T ) ,"
val_000801.png,"T _ { H } = \frac { 2 \lambda \sqrt { \mu } } { \pi \prod _ { I } ( \mu + Q _ { I } ) ^ { 1 / 2 } } ,"
val_000802.png,"O v e r \; R ^ { n } , \; \; \; \pi _ { n - 1 } \left( G \right) = n o n - t r i v i a l ."
val_000803.png,"\Omega ( k ) = 2 \pi F \left( \frac { 1 } { 2 } , \frac { 1 } { 2 } ; 1 ; \frac { ( 8 - k ^ { 2 } ) k ^ { 2 } } { 1 6 } \right) ."
val_000804.png,"{ \cal P } _ { { } } ^ { \mu } = - { { \frac { 2 } { 3 } } } \, e ^ { 2 } \int _ { - \infty } ^ { s } d \tau \, v ^ { \mu } a ^ { 2 } ,"
val_000805.png,"\Gamma \propto \frac { 1 } { L } \, ."
val_000806.png,\Delta K = - \frac { \partial K } { \partial t } = - \stackrel { . } { K }
val_000807.png,\epsilon ^ { \mu \nu \rho } \; D _ { \mu } \; F _ { \nu \rho } ( L ) \; = \; 0 \; .
val_000808.png,P ^ { + } ( m _ { 0 } ) = p ^ { + } + \frac { Q } { 2 \sqrt { 2 } } ( m _ { 0 } + 1 ) = 0
val_000809.png,"( e ^ { 2 \gamma \phi } A N K ^ { \prime } ) ^ { \prime } = \frac { e ^ { 2 \gamma \phi } } { 4 x ^ { 2 } } A K \left( K ^ { 2 } + 7 H ^ { 2 } - 4 \right) \ ,"
val_000810.png,q ^ { 2 } \hat { R } ^ { - 1 } = \hat { R } - ( q ^ { 3 } - q ^ { - 1 } ) P _ { - } \quad .
val_000811.png,C _ { t } ^ { 0 } = { - i c T _ { p } \kappa ^ { 2 } } \left( T r ( \epsilon _ { 1 } . \epsilon _ { 2 } ) + T r ( \epsilon _ { 1 } . D _ { S } . \epsilon _ { 2 } ) \right) .
val_000812.png,\frac { ( 4 \lambda - \lambda ^ { 2 } ) k _ { 0 } ^ { 2 } } { ( k ^ { 2 } + i \varepsilon ) ( | \mathbf { k } | ^ { 2 } - \lambda k _ { 0 } ^ { 2 } - i \varepsilon ) }
val_000813.png,\left. - 2 \int d \phi d \theta N \ \delta \left( \gamma - \frac { \gamma ^ { 3 } } { l ^ { 2 } } \right) \right| _ { r _ { + } } ^ { r _ { + + } } \ .
val_000814.png,"J = \{ \{ \theta _ { 1 } , \theta _ { 2 } \} _ { \mathrm { c . b . } } , \theta _ { 3 } \} _ { \mathrm { c . b . } } + c . p . = 0 ,"
val_000815.png,{ \cal J } _ { m n } = \delta _ { m n } \; \; \longleftrightarrow \; \; ( A _ { m } A _ { n } ^ { \dagger } - C _ { m n } ( \phi ) ) = 0
val_000816.png,"\delta S = - \xi \omega \int \! d ^ { 2 } x \, \sqrt { g } \bar { h } ^ { \mu \nu } \Delta \left[ \widetilde { R } _ { \mu \nu } - { \frac { 1 } { 2 } } \widetilde { R } \widetilde { g } _ { \mu \nu } \right] \ ."
val_000817.png,\sum _ { i = 0 } ^ { k } \delta _ { i } \delta _ { k - i } = 0 ; \ \ \ \ \ k \leq N .
val_000818.png,"R _ { \mu \nu } = 0 , \hspace { 5 m m } \frac { \partial V } { \partial \phi ^ { I } } = 0 ."
val_000819.png,[ n ^ { \mu } \nabla _ { \mu } \phi ] = - \alpha \phi
val_000820.png,H ^ { 2 } = \frac { 8 \pi } { 3 M _ { p } ^ { 2 } } V ( \varphi ) .
val_000821.png,"\int _ { - 1 } ^ { 1 } { \frac { P _ { r } ^ { \bf V } ( x ) P _ { s } ^ { \bf V } ( x ) } { \sqrt { 1 - x ^ { 2 } } } } \, d x \, \propto \delta _ { r \, s } ."
val_000822.png,\Pi _ { 0 } = 2 \left( M ^ { 1 / 2 } + \frac { \lambda } { 4 } \right)
val_000823.png,\frac 1 c \frac { \partial } { \partial t } \frac { ( \vec { \cal E } \times { \bf B } ) . ( { \bf E } \times { \bf B } ) } { | { \bf E } \times { \bf B } | } =
val_000824.png,"\tilde { W } _ { M } = W _ { M } \equiv { \frac { i } { 4 } } ( 0 , - \sigma _ { \mu \alpha { \dot { \alpha } } } F ^ { \mu { \dot { \alpha } } } , { \tilde { \sigma } } ^ { \mu { \dot { \alpha } } \alpha } F _ { \mu \alpha } ) ."
val_000825.png,\O = \sum _ { i = 1 } ^ { n } { \vartheta _ { i } } + \sum _ { i = 1 } ^ { g } { \theta _ { i } } .
val_000826.png,"\int { \cal D } [ \Lambda ] { \cal D } \lambda \quad e ^ { ( A , d \lambda + i \ast d \Lambda ) } = \delta ( d A ) \delta ( d \! \ast \! A ) ,"
val_000827.png,"\{ x ^ { \mu } , S ^ { \sigma \nu } \} _ { D B } = - \frac { 1 } { M ^ { 2 } } ( S ^ { \mu \sigma } P ^ { \nu } - S ^ { \mu \nu } P ^ { \sigma } ) ~ ,"
val_000828.png,"I _ { - 1 k } \left( \mu , \lambda \right) = \frac { \Gamma \left( k + 1 / 2 \right) } { \left( 4 \mu k \lambda \right) ^ { 1 / 2 } } W _ { - k 0 } \left( 4 \mu k \lambda \right) ."
val_000829.png,f _ { \phi } = \frac { 8 \pi ^ { 2 } } { q ^ { 2 } } f _ { a } .
val_000830.png,"\langle \theta | X | \theta \rangle \; = \; C _ { X } \; \operatorname { e x p } \left( i \frac { \chi _ { X } } { 2 N _ { f } } \theta \right) \; ,"
val_000831.png,"\dot { F } ( { \mit \Omega } , \tau ) F ( q ^ { - 2 } { \mit \Omega } , \tau ) = q ^ { 2 } F ( { \mit \Omega } , \tau ) \dot { F } ( q ^ { - 2 } { \mit \Omega } , \tau ) ,"
val_000832.png,"D ( M , N ; \Gamma ) = \sum _ { i _ { 1 } , \cdots i _ { N } = 1 } ^ { M } d _ { i _ { 1 } , \cdots i _ { N } } ."
val_000833.png,"B _ { j } { \cal E } = b _ { j } \, , \quad b _ { j } { \cal E } = \eta B _ { j } \mu _ { 1 } \mu _ { 2 } \dots \mu _ { 8 } \, ."
val_000834.png,\bar { Z } _ { i } M Z _ { j } = M _ { i j }
val_000835.png,"k \sum _ { \alpha \in \Phi } N _ { \alpha , \beta } N _ { - \alpha , \alpha + \beta } = \frac { 2 g - \beta ^ { 2 } } { 2 } ,"
val_000836.png,\mu ^ { 2 } \partial _ { k } E _ { k } + 2 \kappa B - \kappa \mu ( 1 - \operatorname { c o s } \Theta ) = 0
val_000837.png,"R _ { \mu \nu } { } ^ { a b } \bigl ( \Omega _ { + } ) \, \gamma _ { a b } \, \epsilon = - l _ { [ \mu } \partial _ { \nu ] } \bigl ( { \cal A } + { \cal B } \bigr ) ^ { i j } \gamma _ { i j } \, \epsilon = 0 \ ."
val_000838.png,\varepsilon _ { \theta } ^ { \nu } \varepsilon ^ { \theta \gamma } \varepsilon _ { \nu } ^ { \delta } A _ { \gamma } A _ { \delta } = 0
val_000839.png,T = \frac { 1 } { 4 \pi \kappa _ { B } } \left. \frac { d f ^ { 2 } } { d r } \right| _ { r _ { + } } \; .
val_000840.png,"{ \cal A } _ { x } = T _ { , x } ^ { \alpha } { \cal A } _ { \alpha } ."
val_000841.png,"{ \phi ^ { \alpha } } ^ { \prime } = \phi ^ { \alpha } + \xi ^ { \alpha } ( \phi ) ,"
val_000842.png,\Gamma _ { i n } ^ { n \to p } \equiv \Gamma ^ { n \to p } ( \Omega \to 0 ) = \hbar / ( 8 8 7 \; \mathrm { s } ) \; .
val_000843.png,"\overrightarrow { W } ^ { R } = \frac { \vec { V } ^ { R } + \vec { n } [ ( \vec { n } \vec { u } ) ( \operatorname { c o s h } \alpha - 1 ) - c \operatorname { s i n h } \alpha ] } { \operatorname { c o s h } \alpha [ 1 - \frac { 1 } { c } ( \vec { n } \vec { u } ) \operatorname { t a n h } \alpha ] } \, ."
val_000844.png,"g _ { \mu \nu } \, = \, \delta _ { \mu \nu } \; \; \; ( \gamma _ { \mu } ) ^ { \dagger } \, = \, \gamma _ { \mu } \; \; \; \{ \gamma _ { \mu } , \gamma _ { \nu } \} \, = \, 2 \, \delta _ { \mu \nu } \; ."
val_000845.png,\begin{array} { c } { - + + - + + } \\ { -- + + + + } \\ \end{array}
val_000846.png,"{ \binom { x _ { 1 } } { x _ { 2 } } } { \binom { x _ { 3 } } { x _ { 4 } } } = { \binom { x _ { 1 } x _ { 3 } } { x _ { 2 } x _ { 4 } } } \, ."
val_000847.png,"\frac { { \mathcal { E } } ^ { 2 } - \, 1 } { \mathcal { F } }"
val_000848.png,"B = 0 \; \; \; \; \mathrm { ( e x t r e m e ~ c a s e ) } ,"
val_000849.png,"{ \Phi _ { m } ( z ; J ) = c _ { _ { \Delta } } \int d ^ { 4 } x ^ { \prime } K _ { \Delta } ( x , \rho ; x ^ { \prime } , 0 ) J _ { \Delta } ( x ^ { \prime } ) }"
val_000850.png,"\begin{array} { l } { [ { H } _ { \pi _ { \alpha } } ] : = { \dot { u } } ^ { \alpha } ( x ) - \frac { \partial { H } } { \partial \pi _ { \alpha } } , } \\ { [ { H } _ { u ^ { \alpha } } ] : = { \dot { \pi } } _ { \alpha } ( x ) + \frac { \partial { H } } { \partial u ^ { \alpha } } - \nabla _ { a } ( \frac { \partial { H } } { \partial ( \nabla _ { a } u ^ { \alpha } ) } ) . } \\ \end{array}"
val_000851.png,"H = { \frac { 1 } { 2 m } } ( p _ { r } ^ { 2 } + { \frac { p _ { \theta } ^ { 2 } } { r ^ { 2 } } } + { \frac { p _ { \phi } ^ { 2 } } { r ^ { 2 } s i n ^ { 2 } \theta } } ) + V ( r ) ,"
val_000852.png,"\mathrm { d } s ^ { 2 } = a ^ { 2 } ( \eta ) [ \mathrm { d } \eta ^ { 2 } - ( \delta _ { i j } + h _ { i j } ) \mathrm { d } x ^ { i } \mathrm { d } x ^ { j } ] ,"
val_000853.png,\Delta \phi = 4 \partial _ { w } \partial _ { \bar { w } } \phi = { \frac { 1 } { 2 } } e ^ { 2 \phi } .
val_000854.png,"\hat { X } ^ { M } = 0 \hspace { 1 c m } M = 1 , . . . , 7 ."
val_000855.png,p a r ( \tilde { E } _ { k } ) = { \frac { ( k + 1 ) ( k + 2 ) } { 2 } } + 1
val_000856.png,"\frac { 1 } { X } = \frac { 1 } { \hat { x } } - f ^ { 2 } \frac { 1 } { \hat { x } } \, g ( \hat { x } , \hat { p } ) \, \frac { 1 } { \hat { x } } ."
val_000857.png,"\left( \frac { \delta ^ { 2 m } Z ( J , \bar { J } ) } { \delta J ( x _ { 1 } ) \delta \bar { J } ( x _ { 1 } ) \ldots \delta J ( x _ { m } ) \delta \bar { J } ( x _ { m } ) } \right) _ { J = \bar { J } = 0 } ,"
val_000858.png,\chi = \int _ { 0 } ^ { t } \frac { d t } { R } = \frac { 2 a } { 1 + 3 w _ { 1 } } \; \int _ { 0 } ^ { x } d x \; y ^ { \frac { 2 a ( q - 1 ) } { 1 + 3 w _ { 1 } } } \; .
val_000859.png,{ \cal L } = { \frac { 1 } { 2 } } [ \partial _ { \mu } \phi \partial ^ { \mu } \phi - m ^ { 2 } \phi ^ { 2 } - \xi { \cal R } \phi ^ { 2 } ] ~ .
val_000860.png,"\{ \mathrm { P } _ { \mathrm { R } } , \mathrm { K } _ { \mathrm { R } } \} = - \mathrm { H } _ { \mathrm { R } } , \hspace { 5 m m } \{ \mathrm { H } _ { \mathrm { R } } , \mathrm { K } _ { \mathrm { R } } \} = - \mathrm { P } _ { \mathrm { R } } ,"
val_000861.png,{ \frac { M _ { i n i t i a l } - M _ { f i n a l } } { M _ { i n i t i a l } } } = 1 - { \frac { ( | P | + | Q | ) } { ( P ^ { \frac { 2 } { 3 } } + Q ^ { \frac { 2 } { 3 } } ) ^ { \frac { 3 } { 2 } } } }
val_000862.png,"[ x _ { 0 } ^ { \mu } , p ^ { \nu } ] = i \eta ^ { \mu \nu } \, ."
val_000863.png,"\epsilon _ { + , n } = 2 n , \qquad \epsilon _ { - , n } = 2 ( n + 1 )"
val_000864.png,"T _ { 0 1 } = - \frac 2 \theta ( n + 1 ) ( \lambda _ { n + 1 } - \lambda _ { n } ) \dot { \lambda } _ { n } \, ."
val_000865.png,Z _ { \mathrm { d r o p l e t } } = N ! e ^ { - 2 N F ( d ) } \sim N ! ( f _ { \mathrm { e f f } } ( d ) ) ^ { 2 N } d ^ { 2 \gamma N } .
val_000866.png,c _ { 2 n } = - \frac { ( 2 n - 5 ) ! ! } { n ! } \beta ^ { n } \gamma ^ { n - 2 }
val_000867.png,"V ( \varphi ) \; = \; \frac { g ^ { 2 } } { 2 } \, \left( \varphi ^ { 2 } - ( \frac { \kappa } { g } ) ^ { 2 } \right) ^ { 2 } \; ."
val_000868.png,"{ \cal H } _ { E } = \lambda ^ { A } \, G _ { A } ."
val_000869.png,"u ( x ) = 2 \sum _ { j = 1 } ^ { N } \wp ( x - x _ { j } ( t ) ) + C ,"
val_000870.png,J ^ { \mu } = i \overline { { \psi } } \gamma ^ { \mu } M \psi \ .
val_000871.png,"\mathrm { m u l t } _ { \psi } ( x ) = \left\{ \begin{array} { l l } { 3 } & { \mathrm { i f } \ \psi ( x ) = 0 , } \\ { 2 } & { \mathrm { i f } \ \psi ( x ) = 1 . } \\ \end{array} \right."
val_000872.png,"T _ { \underline { \alpha } \underline { \beta } } ^ { \underline { a } } = - 2 i ( C \Gamma ^ { \underline { a } } ) _ { \underline { \alpha } \underline { \beta } } ,"
val_000873.png,S _ { k l } \equiv ( K _ { k } + K _ { l } ) ^ { 2 } + n \cdot ( K _ { k } + K _ { l } ) = 2 - 2 j
val_000874.png,q ( f \cdot g ) = q ( f ) \cdot g + f \cdot q ( g ) + q ( f ) \cdot q ( g )
val_000875.png,"{ \cal I } ( M ^ { 2 } ) = - \frac { 1 } { 2 } \left[ J ( x , x , M ) \right] _ { x = - \infty } ^ { \infty } ."
val_000876.png,\left[ \left( 1 + \frac { \epsilon } { 2 } \right) \cdot A \right] = \left( 1 + \frac { \epsilon } { 2 } \right) _ { \alpha \beta } ^ { \gamma \delta } A _ { \gamma \delta }
val_000877.png,"V = \frac { 3 } { 4 F ^ { 2 } } \left( \frac { d F } { d \sigma _ { c } } \right) ^ { 2 } - \frac { 1 } { 2 F } \frac { d ^ { 2 } F } { d \sigma _ { c } ^ { 2 } } ,"
val_000878.png,"M _ { P l } ^ { 2 } = 4 \pi b \sqrt { a } M _ { N } ^ { 2 + n } \int ^ { r _ { * } } d r r ^ { 3 } \simeq \pi b \sqrt { a } M _ { N } ^ { 5 } r _ { * } ^ { 4 } \, ."
val_000879.png,A _ { h } = 2 \pi \sum _ { i } ^ { g } ( u _ { i } \alpha _ { i } - v _ { i } \beta _ { i } ) .
val_000880.png,"- \frac { 1 } { l ^ { 2 } } \frac { d ^ { 2 } } { d y _ { 0 } ^ { 2 } } \psi ( y _ { 0 } ) = E _ { Y } \psi ( y _ { 0 } ) \ ,"
val_000881.png,"\delta { \cal L } _ { \phi } ^ { ( 0 ) } \, = \, J _ { \phi } ^ { \mu } \, \partial _ { \mu } \, \alpha \; \; ,"
val_000882.png,"\vec { c } ^ { * } ( L ^ { * } ( t _ { 2 } ) , \vec { a } ^ { * } , t _ { 3 } ) = \vec { L } ( t _ { 1 } )"
val_000883.png,"c _ { 2 } ^ { 2 } = 1 - \frac { Q ^ { 2 } } { t ^ { 2 } } \, ."
val_000884.png,"M = E ^ { - 1 } X _ { o e } E , \; \; \; \; \; ( M ^ { T } ) ^ { - 1 } = E X _ { o e } E ^ { - 1 } \, ."
val_000885.png,"f ( \tau , \bar { \tau } ) = 2 \left[ \sum _ { i = 2 } ^ { 4 } | \theta _ { i } ( 0 | \tau ) | ^ { 2 } \right] ^ { - 1 } ."
val_000886.png,"S _ { g f } = \frac { 1 } { 3 2 e ^ { 2 } \xi } \int d ^ { 4 } x \, d ^ { 4 } \theta \, D ^ { 2 } V \, \bar { D } ^ { 2 } V ,"
val_000887.png,f ^ { \prime 2 } - 4 k f - \nu ^ { 2 } f ^ { 2 } - f / A ^ { 2 } = B ( | w | )
val_000888.png,e ^ { t } = \left( \frac { \mu _ { F } ( \mu ) } { \mu } \right) ^ { 1 / ( 2 - w ) }
val_000889.png,"\beta _ { \mu } \partial _ { \mu } \varphi ( x ) + m \varphi ( x ) = 0 ,"
val_000890.png,"\left( - \frac { h ^ { 2 } } { 8 \pi ^ { 2 } M } \bigtriangledown ^ { 2 } + V _ { n } ( r ) \right) \psi _ { \mathrm { v i b - r o t } } = E _ { t } \psi _ { \mathrm { v i b - r o t } } ~ ,"
val_000891.png,\Delta E = - \frac { \beta _ { 0 } ^ { 4 } } 8 \left( \frac 1 { m ^ { 3 } } + \frac 1 { M ^ { 3 } } \right) - \frac 1 { 2 \mu } \Delta \beta ^ { 2 }
val_000892.png,"\: v \sim - 1 + 2 \kappa \xi \, e ^ { - \, 2 \kappa t } \:"
val_000893.png,r _ { \mathrm { e } } = { \frac { V ^ { * } } { V - V ^ { * } } } g _ { s } N \ell _ { s } \ ;
val_000894.png,"g = e ^ { Z } = e ^ { i \psi n ^ { i } \sigma ^ { i } / 2 } ,"
val_000895.png,4 \partial _ { z } ^ { 2 } h ^ { \prime \prime } ( z ) + { \frac { 8 } { z } } \partial _ { z } h ^ { \prime \prime } ( z ) - { \frac { L ( L + 2 ) } { z ^ { 2 } } } h ^ { \prime \prime } ( z ) = 0 .
val_000896.png,"\delta _ { \lambda } A _ { \mu } = D _ { \mu } \lambda = \partial _ { \mu } \lambda + [ A _ { \mu } , \lambda ]"
